x,y,type
2.772432344833637,0.5306284143729256,lidar_point
0.4017988362713236,0.09705124434357515,lidar_point
0.31156517197957534,1.487310242764884,lidar_point
0.7468102398752078,1.7450868539356346,lidar_point
0.5941871686339765,0.8358928592176706,lidar_point
0.3427980860230183,0.8815867416946053,lidar_point
0.05760890894282544,0.3164226960725902,lidar_point
0.4863425817652989,1.1289534118389133,lidar_point
2.327034506973698,1.5838069100314838,lidar_point
0.27697056418543464,1.9537621416490412,lidar_point
2.1830036040325482,0.8609036200086984,lidar_point
1.7311310161455982,1.8897508438313668,lidar_point
2.04298766033832,1.0912282438199696,lidar_point
1.2086376344808882,1.3225349684986039,lidar_point
2.6423861456764275,0.036119060465329644,lidar_point
0.06250503435166532,1.6320457034338351,lidar_point
2.1947366659140135,0.9749937781321636,lidar_point
0.5296037459713774,1.682759101952686,lidar_point
1.658110431926986,0.40232492925619434,lidar_point
0.527899355583442,0.6035483344233863,lidar_point
2.194620799370694,0.5763740798940826,lidar_point
0.43477698690084376,0.9333569865201345,lidar_point
1.5697038900806222,1.7935135290343345,lidar_point
1.7947330339067697,1.8973519376348884,lidar_point
0.599655759826509,0.34359973894289,lidar_point
1.8801144710966033,0.26693898439426245,lidar_point
2.261346075200299,1.856880109622011,lidar_point
1.646039594012302,1.7222572499255775,lidar_point
2.924489979140055,1.9922336216665322,lidar_point
1.7298063687569596,1.8861068149340918,lidar_point
0.28652021012674855,1.1872366938614123,lidar_point
1.1393088731473795,0.8449609849842206,lidar_point
0.20240016527597893,0.050199487208167914,lidar_point
0.8471357168530684,1.8877311106050607,lidar_point
0.6888181412575679,0.9100969505019809,lidar_point
2.0486154831360417,1.8692132686695762,lidar_point
1.1933788471458038,0.16549797541977318,lidar_point
2.2139099899144723,1.7518736051505097,lidar_point
1.7452028927642431,0.3995274387917902,lidar_point
2.6942711914217456,0.7600458418662628,lidar_point
1.5298974641783574,0.24041410493414617,lidar_point
0.18445894509576144,1.9357912275657774,lidar_point
0.49344015982680633,1.982387271725653,lidar_point
1.2687075447303087,0.5134926750300026,lidar_point
1.7675458345800568,1.2750687189087966,lidar_point
0.6393570014325136,0.8448980374474067,lidar_point
2.816106289346603,1.1094329415526756,lidar_point
1.3086300588683186,0.5400093851464935,lidar_point
1.3293372913298316,1.8668402537022326,lidar_point
0.7599812827502854,0.49170729897140286,lidar_point
0.0557814348905461,0.517728907084454,lidar_point
0.8323284812535762,0.9384088141118903,lidar_point
0.21019272604282557,0.1323003243142784,lidar_point
1.6632507688626506,1.9616410556156898,lidar_point
1.8685793139080853,1.9335924753496643,lidar_point
0.586042411392141,0.7451856199388414,lidar_point
0.6079157245410852,0.6436572867451738,lidar_point
2.290832775563072,1.083118713420157,lidar_point
0.3992480005119412,1.0902316756391033,lidar_point
0.24941612290539394,1.4132226069574367,lidar_point
1.9938032098794318,0.19693621912045023,lidar_point
2.132243873124666,0.8820222683190861,lidar_point
1.839385916539738,0.9423500507991616,lidar_point
0.8552106210484924,1.0757454095043906,lidar_point
0.4771332562860138,0.6169117727475419,lidar_point
1.239220655097523,1.498477505088501,lidar_point
0.5268067828126811,1.9431866035957297,lidar_point
0.24192646262847217,0.5126861427735208,lidar_point
2.245725995956789,0.05055131505298838,lidar_point
0.02542586682908987,0.722380247900497,lidar_point
0.37521666247042307,1.6194800658264648,lidar_point
2.7613094537446954,0.6114807698400868,lidar_point
1.0028805674450187,0.5366958896068947,lidar_point
0.18533053518597797,1.5704091051231541,lidar_point
0.4561658449327809,1.9556362602957533,lidar_point
0.42530695739163693,0.40432578491680315,lidar_point
0.4824819410810013,1.5150421457612284,lidar_point
2.27224121384006,0.06582643933618249,lidar_point
0.19377477121951692,1.01331835591842,lidar_point
2.17729929035648,0.4230895987276637,lidar_point
2.934597485957441,1.6540708889685527,lidar_point
1.5580682524841953,0.5204495979125618,lidar_point
2.7091530229371905,1.5244104895231754,lidar_point
2.573529180489678,1.4931941905989286,lidar_point
2.0002211866138477,1.4520563469789032,lidar_point
2.225992067554699,0.08299527278347418,lidar_point
1.7001867698656545,0.2374941898624925,lidar_point
0.1376858382759487,1.2623593644495803,lidar_point
